Date,precipitation,NINO,AMO,IOD,Zonalwind,EPTW
31/05/2010,-58.66372887,-0.22,0.137,0.083,-1.8,-2.4
30/06/2010,42.83627113,-0.69,-0.103,-0.151,1.5,1.6
31/07/2010,375.3362711,-1.07,-0.151,-0.241,-5.2,-2.8
31/08/2010,403.9362711,-1.39,0.166,-0.009,1.5,1.8
30/09/2010,79.03627113,-1.6,0.145,0.357,-0.6,3.7
31/10/2010,-82.56372887,-1.69,0.029,0.029,-5.9,-2.2
30/11/2010,-107.7637289,-1.64,-0.06,-0.476,8.5,3.9
31/12/2010,-114.2637289,-1.6,0.157,-0.28,-1.1,2.1
31/01/2011,-112.8637289,-1.54,0.656,-0.085,-0.9,1.4
28/02/2011,-123.9637289,-1.11,0.049,-0.541,1.5,-0.3
31/03/2011,-80.06372887,-0.93,-0.026,0.002,-1,0.1
30/04/2011,-103.0637289,-0.77,0.233,-0.45,-8.4,-2.6
31/05/2011,51.93627113,-0.52,-0.116,-0.134,0,1.7
30/06/2011,8.936271131,-0.38,0.041,-0.126,4.8,1.4
31/07/2011,235.6362711,-0.43,-0.047,0.075,-3.6,0.4
31/08/2011,268.2362711,-0.65,-0.232,-0.198,0.3,-1.3
30/09/2011,135.7362711,-0.8,0.226,-0.282,1.1,1.8
31/10/2011,-73.56372887,-1.05,-0.045,-0.258,-6.8,-5.6
30/11/2011,-37.36372887,-1.19,0.15,-0.862,3.5,-0.2
31/12/2011,-123.9637289,-1.06,0.326,-0.818,3.1,-0.7
31/01/2012,-123.9637289,-0.87,-0.141,-0.202,1.3,-1.2
29/02/2012,-123.9637289,-0.67,0.124,-0.286,-3.6,-3.3
31/03/2012,-90.16372887,-0.61,0.018,-0.318,-5.2,-0.9
30/04/2012,-123.9637289,-0.5,-0.141,-0.583,11.4,3.3
31/05/2012,-66.76372887,-0.32,-0.269,-0.316,6.9,-2.9
30/06/2012,153.7362711,0.02,-0.277,-0.177,-0.5,-4
31/07/2012,265.3362711,0.25,0.061,-0.293,-2,-4.8
31/08/2012,323.7362711,0.47,0.258,-0.177,-2.9,-2.3
30/09/2012,90.03627113,0.38,0.071,-0.378,-6.6,1.2
31/10/2012,-99.56372887,0.26,0.095,-0.129,-5,-3.2
30/11/2012,-82.66372887,0.16,0.175,-0.319,2.9,2.8
31/12/2012,-119.9637289,-0.25,0.162,-0.514,-1.3,1.2
31/01/2013,-109.4394564,-0.53,-0.139,0.051,-13,-0.1
28/02/2013,-119.7637289,-0.52,-0.06,-0.628,4.4,3
31/03/2013,-92.9223047,-0.25,-0.415,-0.029,6.3,2.2
30/04/2013,-89.66372887,-0.25,-0.166,-0.468,2.1,2
31/05/2013,33.93627113,-0.4,-0.039,-0.788,3.9,0.3
30/06/2013,124.9362711,-0.42,-0.157,-0.367,-2.1,-0.5
31/07/2013,299.0362711,-0.39,-0.205,-0.789,-3,-0.4
31/08/2013,315.1362711,-0.38,-0.146,-0.444,-4.2,-1
30/09/2013,7.336271131,-0.18,-0.308,-0.394,0.1,1.4
31/10/2013,41.93627113,-0.2,-0.318,-0.744,-5.9,-0.9
30/11/2013,-90.06372887,-0.14,-0.167,-0.257,7.6,1.3
31/12/2013,-118.4637289,-0.17,-0.44,-0.266,6.8,5.5
31/01/2014,-118.5637289,-0.49,-0.384,-0.238,-4.7,1
28/02/2014,-119.6637289,-0.62,0.051,-0.28,6.1,4.8
31/03/2014,27.53627113,-0.28,-0.119,0.138,2,2.5
30/04/2014,0.278996126,0.08,-0.307,-0.236,0.2,1.9
31/05/2014,4.420420292,0.32,-0.18,-0.294,-0.5,3.2
30/06/2014,41.23627113,0.23,-0.057,-0.407,-6.2,2
31/07/2014,216.8362711,-0.06,-0.336,0.058,-8.9,0
31/08/2014,329.6362711,-0.03,-0.266,-0.189,4.4,2
30/09/2014,98.23627113,0.29,-0.412,-0.39,4.7,1.9
31/10/2014,-37.86372887,0.44,-0.431,-0.239,-2.8,-2.7
30/11/2014,-73.16372887,0.75,-0.059,-0.267,-1.1,0.2
31/12/2014,-123.9637289,0.71,-0.182,0.482,7.9,-1.8
31/01/2015,-123.9637289,0.51,0.105,-0.247,-13.5,0.7
28/02/2015,-119.5637289,0.42,0.064,-0.398,0.3,1.1
31/03/2015,-106.0637289,0.47,-0.103,-0.313,3.3,-0.9
30/04/2015,-115.6637289,0.7,-0.02,-0.222,-0.3,-0.8
31/05/2015,52.33627113,0.92,-0.215,-0.245,-3.5,-5.4
30/06/2015,5.236271131,1.18,0.146,-0.525,-1.6,-1.9
31/07/2015,110.1362711,1.46,0.207,-0.125,9.1,0.9
31/08/2015,160.2362711,1.93,0.206,0.178,2.7,-1.7
30/09/2015,76.53627113,2.21,-0.099,-0.134,-3.5,-3.5
31/10/2015,-97.36372887,2.36,0.049,-0.216,-4.8,-2.3
30/11/2015,-40.46372887,2.72,0.19,-0.069,2,-1.9
31/12/2015,-86.36372887,2.66,0.063,-0.402,-1,-0.8
31/01/2016,-123.9637289,2.57,0.23,-0.345,0.1,-4.6
29/02/2016,-123.9637289,2.26,0.088,-0.266,-2.8,1
31/03/2016,4.420420292,1.62,-0.039,-0.492,3,-1.7
30/04/2016,0.278996126,0.91,0.057,-0.277,-13.9,-1
31/05/2016,69.03627113,0.3,0.197,-0.41,2.5,2.4
30/06/2016,38.33627113,-0.03,-0.143,-0.225,9.1,4
31/07/2016,251.6362711,-0.48,0.308,-0.241,2.2,1.7
31/08/2016,274.8362711,-0.58,0.405,-0.33,3.2,-3.3
30/09/2016,53.93627113,-0.58,0.055,-0.557,-5.1,-1
31/10/2016,-96.06372887,-0.74,-0.103,-0.186,2.7,1.8
30/11/2016,-123.9637289,-0.76,-0.076,-0.103,-3.9,-0.1
31/12/2016,-123.9637289,-0.5,0.092,0.165,-1.5,3.7
31/01/2017,-123.9637289,-0.43,-0.137,-0.475,-6.6,1.8
28/02/2017,-63.56372887,-0.08,0.162,-0.513,3.2,5.9
31/03/2017,-97.56372887,0.03,0.184,0.073,8.5,3.4
30/04/2017,-37.46372887,0.22,0.306,-0.054,-6.1,-0.8
31/05/2017,41.03627113,0.37,-0.021,-0.009,9.2,5.1
30/06/2017,-39.56372887,0.34,0.088,-0.044,11.6,5.5
31/07/2017,222.0362711,0.25,0.056,-0.3,-2,2.6
31/08/2017,152.3362711,-0.16,-0.082,-0.3,6.4,3.7
30/09/2017,161.0362711,-0.43,0.338,-0.348,-3.5,2.2
31/10/2017,-67.56372887,-0.56,-0.013,-0.357,-7.2,-0.2
30/11/2017,-104.3637289,-0.97,0.088,-0.745,-0.2,1.6
31/12/2017,-123.9637289,-0.98,0.217,-0.612,1.3,1.1
